
Index,Match Result,Hero_1,Hero_2,Hero_3,Hero_4,Hero_5
2656,Victory,Clint,Grock,Kadita,Terizla,Yin
2657,Defeat,Brody,Terizla,Hayabusa,Pharsa,Johnson
2658,Defeat,Estes,Martis,Xavier,Clint,Argus
2659,Defeat,Valentina,Chou,Popol and Kupa,Harley,Hilda
2660,Victory,Estes,Valir,Brody,Harley,Hilda
2661,Victory,Estes,Valentina,Aamon,Chou,Karrie
2662,Defeat,Kaja,Clint,Dyrroth,Cecilion,Martis
2663,Defeat,Gloo,Helcurt,Franco,Bane,Clint
2664,Victory,Clint,Valentina,Kimmy,Yu Zhong,Edith
2665,Victory,Clint,Martis,Atlas,X.Borg,Selena
2666,Defeat,Clint,Change,Edith,Ling,Franco
2667,Defeat,Clint,Fanny,Chou,Akai,Xavier
2668,Defeat,Lesley,Kadita,Grock,Akai,Hanzo
2669,Defeat,Lesley,Hanzo,Kadita,Johnson,Aldous
2670,Victory,Lesley,Aldous,Johnson,Hanzo,Kadita
2671,Defeat,Kadita,Aldous,Lesley,Johnson,Hanzo
2672,Victory,Kadita,Aldous,Lesley,Johnson,Hanzo
2673,Victory,Lesley,Johnson,Aldous,Hanzo,Kadita
2674,Defeat,Lesley,Hanzo,Akai,Aldous,Kadita
2675,Victory,Kadita,Hanzo,Lesley,Johnson,Aldous
2676,Victory,Kadita,Hanzo,Lesley,Johnson,Aldous
2677,Defeat,Lesley,Johnson,Hanzo,Julian,Aldous
2678,Victory,Kadita,Aldous,Lesley,Johnson,Hanzo
2679,Victory,Lesley,Aldous,Hanzo,Johnson,Kadita
2680,Defeat,Aldous,Johnson,Lesley,Hanzo,Kadita
2681,Victory,Lesley,Johnson,Kadita,Ling,Aldous
2682,Defeat,Kadita,Johnson,Lesley,Hanzo,Aldous
2683,Victory,Kadita,Johnson,Lesley,Hanzo,Hilda
2684,Victory,Lesley,Johnson,Kadita,Yi Sun-shin,Aldous
2685,Defeat,Kadita,Johnson,Lesley,Aldous,Hanzo
2686,Defeat,Lesley,Kadita,Johnson,Aldous,Hanzo
2687,Victory,Lesley,Johnson,Kadita,Hanzo,Aldous
2688,Defeat,Miya,Joy,Estes,Valentina,Lapu-Lapu
2689,Victory,Estes,Cecilion,Miya,Harley,Freya
2690,Defeat,Miya,Joy,Estes,Valentina,Lapu-Lapu
2691,Victory,Miya,Valir,Julian,Vexana,Gusion
2692,Defeat,Aldous,Moskov,Fredrinn,Selena,Zhask
2693,Victory,Pharsa,Julian,Freya,Miya,Mathilda
2694,Defeat,Minotaur,Cyclops,Miya,Vexana,Esmeralda
2695,Defeat,Kagura,Chou,Miya,Atlas,Martis
2696,Defeat,Gloo,Miya,Lancelot,Lolita,Harley
2697,Defeat,Miya,Franco,Xavier,Hayabusa,Zilong
2698,Victory,Faramis,Miya,Saber,Change,Gloo
2699,Victory,Miya,Badang,Pharsa,Lancelot,Hylos
2700,Victory,Miya,Xavier,Valir,Hayabusa,Aldous
2701,Defeat,Miya,Aldous,Hayabusa,Franco,Cecilion
2702,Defeat,Miya,Aldous,Martis,Vexana,Layla
2703,Victory,Miya,Benedetta,Valentina,Jawhead,Karina
2704,Defeat,Melissa,Hayabusa,Terizla,Odette,Estes
2705,Victory,Gord,Wanwan,Julian,Ruby,Floryn
2706,Defeat,Lolita,Ling,Gloo,Brody,Valir
2707,Victory,Melissa,Badang,Odette,Saber,Khufra
2708,Victory,Julian,Brody,Johnson,X.Borg,Odette
2709,Victory,Chou,Fredrinn,Xavier,Odette,Claude
2710,Defeat,Khufra,Odette,Yi Sun-shin,Wanwan,Chou
2711,Victory,Wanwan,Odette,Akai,Yin,Natalia
2712,Defeat,Clint,Cyclops,Saber,Nana,Lapu-Lapu
2713,Defeat,Xavier,Popol and Kupa,Nana,Leomord,Kaja
2714,Victory,Claude,Khufra,Odette,Gloo,Martis
2715,Defeat,Claude,Valentina,Odette,Aulus,Freya
2716,Defeat,Aldous,Roger,Angela,Valentina,Hanabi
2717,Victory,Minsitthar,Brody,Odette,Fredrinn,Natalia
2718,Victory,Aldous,Odette,Julian,Claude,Natalia
2719,Victory,Franco,Odette,Arlott,Lesley,Akai
2720,Victory,Odette,Brody,Chou,Khufra,Martis
2721,Victory,Minsitthar,Odette,Claude,Kaja,Martis
2722,Defeat,Yve,Edith,Hanzo,Odette,Minotaur
2723,Defeat,Joy,Cecilion,Change,Zhask,Nana
2724,Defeat,Valentina,Beatrix,Fanny,Hilda,Minotaur
2725,Victory,Helcurt,Franco,Change,Claude,Martis
2726,Victory,Hilda,Lesley,Julian,Yi Sun-shin,Natalia
2727,Victory,Ling,Hilda,Diggie,Joy,Moskov
2728,Victory,Kimmy,Layla,Esmeralda,Xavier,Rafaela
2729,Defeat,Joy,Pharsa,Hilda,Melissa,Lapu-Lapu
2730,Victory,Valentina,Lesley,Ling,Hilda,Khufra
2731,Victory,Cecilion,Moskov,Hilda,Hayabusa,Franco
2732,Defeat,Brody,Julian,Diggie,Hilda,Hanzo
2733,Victory,Franco,Lesley,Lancelot,Alice,Hilda
2734,Victory,Julian,Khufra,Layla,Hilda,Fanny
2735,Defeat,Minsitthar,Cyclops,Julian,Hilda,Beatrix
2736,Victory,Arlott,Valentina,Hilda,Beatrix,Yu Zhong
2737,Defeat,Melissa,Pharsa,Fanny,Yu Zhong,Lolita
2738,Victory,Estes,Moskov,Cecilion,Lapu-Lapu,Martis
2739,Defeat,Aamon,Bane,Claude,Khufra,Kadita
2740,Defeat,Lancelot,Hanabi,Xavier,Minsitthar,Masha
2741,Defeat,Melissa,Khaleed,Hayabusa,Kadita,Khufra
2742,Defeat,Moskov,Yu Zhong,Bane,Kagura,Selena
2743,Defeat,Kadita,Fredrinn,Valentina,Ruby,Beatrix
2744,Victory,Minsitthar,Kadita,Martis,Vexana,Moskov
2745,Victory,Khufra,Aamon,Lylia,Karrie,Ruby
2746,Victory,Yve,Beatrix,Paquito,Franco,Freya
2747,Victory,Melissa,Aldous,Kadita,Johnson,Martis
2748,Defeat,Kagura,Karrie,Dyrroth,Grock,Khufra
2749,Defeat,Joy,Kimmy,Khufra,Brody,Martis
2750,Victory,Kaja,Yve,Melissa,Yin,Esmeralda
2751,Defeat,Melissa,Franco,Pharsa,Aulus,Hayabusa
2752,Defeat,Melissa,Terizla,Khufra,Akai,Valentina
2753,Victory,Melissa,Yu Zhong,Selena,Akai,Valentina
2754,Victory,Melissa,Ling,Akai,Masha,Valentina
2755,Victory,Minsitthar,Khufra,Freya,Kagura,Melissa
2756,Victory,Freya,Minsitthar,Moskov,Luo Yi,Edith
2757,Victory,Brody,Freya,Minsitthar,Edith,Xavier
2758,Victory,Freya,Gusion,Karrie,Pharsa,Minsitthar
2759,Victory,Freya,Lunox,Silvanna,Franco,Moskov
2760,Victory,Minsitthar,Wanwan,Khufra,Kadita,Freya
2761,Victory,Freya,Layla,Estes,Julian,Helcurt
2762,Victory,Gloo,Freya,Kagura,Helcurt,Beatrix
2763,Victory,Melissa,Helcurt,Jawhead,Yve,Freya
2764,Victory,Freya,Xavier,Thamuz,Brody,Helcurt
2765,Victory,Arlott,Freya,Helcurt,Claude,Zhask
2766,Defeat,Minsitthar,Xavier,Moskov,Hanzo,Freya
2767,Victory,Minsitthar,Xavier,Brody,Helcurt,Freya
2768,Defeat,Arlott,Beatrix,Yve,Minsitthar,Freya
2769,Defeat,Freya,Change,Alice,Natan,Khufra
2770,Victory,Freya,Lunox,Minsitthar,Kaja,Hanabi
2771,Victory,Khufra,Alice,Valentina,Freya,Hanabi
2772,Victory,Minsitthar,Hanabi,Faramis,Alice,Freya
2773,Victory,Zhask,Lesley,Aamon,Freya,Chou
2774,Victory,Freya,Angela,Aamon,Brody,Kagura
2775,Defeat,Khufra,Melissa,Valentina,Terizla,Alucard
2776,Victory,Valentina,Edith,Hayabusa,Beatrix,Khufra
2777,Defeat,Hilda,X.Borg,Xavier,Akai,Beatrix
2778,Victory,Xavier,Edith,Beatrix,Balmond,Lolita
2779,Victory,Khufra,Yu Zhong,Beatrix,Lancelot,Xavier
2780,Defeat,Xavier,Julian,Khufra,Akai,Wanwan
2781,Victory,Masha,Aamon,Khufra,Lylia,Brody
2782,Victory,Minsitthar,Brody,Khufra,Xavier,Aamon
2783,Defeat,Cecilion,Claude,Khufra,Julian,Hayabusa
2784,Victory,Fredrinn,Khufra,Kagura,Beatrix,Silvanna
2785,Victory,Xavier,Claude,Khufra,Minsitthar,Lancelot
2786,Victory,Xavier,Khufra,Paquito,Hayabusa,Irithel
2787,Victory,Gloo,Fredrinn,Khufra,Pharsa,Claude
2788,Victory,Faramis,Claude,Arlott,Khufra,Fanny
2789,Defeat,Minsitthar,Khufra,Clint,Nana,X.Borg
2790,Victory,Khufra,Aldous,Leomord,Pharsa,Moskov
2791,Victory,Yu Zhong,Beatrix,Yi Sun-shin,Valentina,Atlas
2792,Victory,Edith,Khufra,Lancelot,Zhask,Beatrix
2793,Victory,Yu Zhong,Beatrix,Yi Sun-shin,Valentina,Atlas
2794,Victory,Valentina,Minotaur,Bruno,Fanny,Uranus
2795,Defeat,Minsitthar,Moskov,Martis,Harley,Minotaur
2796,Defeat,Brody,Franco,Gloo,Odette,Akai
2797,Defeat,Melissa,Pharsa,Johnson,Uranus,Saber
2798,Victory,Valentina,Lancelot,Uranus,Johnson,Claude
2799,Victory,Valentina,Franco,Melissa,Uranus,Martis
2800,Victory,Xavier,Jawhead,Beatrix,Diggie,Kaja
2801,Defeat,Hylos,Vexana,Granger,Yu Zhong,Natan
2802,Defeat,Gloo,Yin,Kaja,Claude,Xavier
2803,Defeat,Estes,Claude,Valentina,Uranus,Martis
2804,Defeat,Valentina,Lesley,Khufra,Julian,Uranus
2805,Victory,Claude,Uranus,Xavier,Paquito,Khufra
2806,Victory,Cyclops,Lesley,Gloo,Ling,Khufra
2807,Defeat,Lapu-Lapu,Cyclops,Jawhead,Kadita,Clint
2808,Victory,Xavier,Fredrinn,Uranus,Kadita,Brody
2809,Victory,Edith,Moskov,Lunox,Ling,Uranus
2810,Defeat,Uranus,Lancelot,Pharsa,Brody,Franco
2811,Victory,Faramis,Melissa,Lancelot,Lolita,Uranus
2812,Victory,Gloo,Pharsa,Wanwan,Franco,Lancelot
2813,Victory,Pharsa,Fredrinn,Claude,Uranus,Diggie
2814,Defeat,Melissa,Khufra,Zilong,Hayabusa,Lylia
2815,Victory,Wanwan,Granger,Lylia,Lapu-Lapu,Akai
2816,Victory,Khufra,Grock,Lylia,Ling,Hanabi
2817,Victory,Lylia,Lapu-Lapu,Alucard,Diggie,Lesley
2818,Defeat,Wanwan,Franco,Grock,Julian,Lylia
2819,Defeat,Beatrix,Kaja,Ling,Guinevere,Lylia
2820,Victory,Melissa,Lylia,Julian,Khaleed,Khufra
2821,Defeat,Lylia,Lapu-Lapu,Melissa,Grock,Saber
2822,Defeat,Lolita,Wanwan,Lylia,Yi Sun-shin,Badang
2823,Victory,Lylia,Brody,Badang,Kaja,Granger
2824,Defeat,Wanwan,Alice,Angela,Lylia,Minotaur
2825,Defeat,Minsitthar,Mathilda,Martis,Vexana,Moskov
2826,Defeat,Lolita,Badang,Lylia,Yi Sun-shin,Claude
2827,Victory,Melissa,Lylia,Terizla,Julian,Khufra
2828,Victory,Lylia,Kadita,Melissa,Hayabusa,Grock
2829,Defeat,Kadita,Lylia,Layla,Ruby,Ling
2830,Defeat,Aulus,Lesley,Lylia,Johnson,Chou
2831,Defeat,Karrie,Floryn,Lylia,Aamon,Martis
2832,Victory,Lylia,Atlas,Ling,Dyrroth,Brody
2833,Victory,Joy,Lylia,Franco,Hanzo,Melissa
2834,Victory,Gloo,Claude,Valentina,Floryn,Ling
2835,Victory,Joy,Kadita,Claude,Ling,Lolita
2836,Victory,Ling,Khufra,Gloo,Pharsa,Wanwan
2837,Victory,Melissa,Ling,Xavier,Kadita,Argus
2838,Defeat,Valentina,Lapu-Lapu,Wanwan,Ling,Edith
2839,Defeat,Gloo,Claude,Kadita,Hayabusa,Valentina
2840,Defeat,Gloo,Claude,Gord,Hayabusa,Minsitthar
2841,Victory,Gloo,Julian,Valentina,Franco,Claude
2842,Victory,Xavier,Angela,Gloo,Claude,Ling
2843,Victory,Valentina,Angela,Ling,Claude,Gloo
2844,Victory,Gloo,Franco,Beatrix,Fanny,Julian
2845,Defeat,Faramis,Hanabi,Ling,Kadita,Terizla
2846,Victory,Lapu-Lapu,Claude,Faramis,Baxia,Akai
2847,Victory,Joy,Johnson,Ling,Lesley,Kagura
2848,Defeat,Claude,Kadita,Lapu-Lapu,Lancelot,Atlas
2849,Victory,Jawhead,Lapu-Lapu,Wanwan,Ling,Zhask
2850,Defeat,Lapu-Lapu,Pharsa,Kaja,Claude,Ling
2851,Victory,Gloo,Yve,Atlas,Hayabusa,Moskov
2852,Victory,Wanwan,Terizla,Xavier,Ling,Franco
2853,Defeat,Minsitthar,Rafaela,Lunox,Lancelot,Brody
2854,Victory,Rafaela,Beatrix,Valentina,Yi Sun-shin,Dyrroth
2855,Victory,Granger,Lunox,Edith,Atlas,Gord
2856,Defeat,Rafaela,Martis,Julian,Beatrix,Edith
2857,Defeat,Khufra,Fanny,Gloo,Brody,Change
2858,Defeat,Irithel,Minotaur,Belerick,Fanny,Change
2859,Defeat,Yu Zhong,Franco,Change,Moskov,Lancelot
2860,Victory,Khufra,Lancelot,Beatrix,Change,Yu Zhong
2861,Victory,Change,Khufra,Karina,Dyrroth,Lesley
2862,Victory,Lesley,Lancelot,Minsitthar,Change,Atlas
2863,Defeat,Change,Lesley,Fanny,Franco,Gloo
2864,Victory,Julian,Wanwan,Floryn,Paquito,Zhask
2865,Victory,Change,Bane,Moskov,Khufra,Hayabusa
2866,Victory,Minotaur,Cecilion,Jawhead,Karina,Hanabi
2867,Defeat,Change,Granger,Khufra,Hanabi,Jawhead
2868,Defeat,Melissa,Ling,Alucard,Franco,Change
2869,Victory,Badang,Claude,Kaja,Change,Hanzo
2870,Victory,Claude,Lancelot,Gloo,Valentina,Angela
2871,Defeat,Lunox,Lancelot,Bruno,Angela,Grock
2872,Victory,Badang,Natalia,Freya,Change,Lesley
2873,Victory,Khufra,Brody,Chou,Karina,Change
2874,Defeat,Brody,Lapu-Lapu,Khufra,Change,Fanny
2875,Victory,Khufra,Change,Brody,Ruby,Kimmy
2876,Defeat,Minsitthar,Beatrix,Ling,Kadita,Change
2877,Defeat,Lapu-Lapu,Fredrinn,Valentina,Beatrix,Lolita
2878,Victory,Gloo,Karrie,Hanzo,Cecilion,Grock
2879,Victory,Arlott,Kaja,Cecilion,Lancelot,Clint
2880,Victory,Cecilion,Terizla,Lesley,Lancelot,Kaja
2881,Victory,Gloo,Kaja,Lesley,Hayabusa,Cecilion
2882,Victory,Kaja,Lapu-Lapu,Claude,Hayabusa,Cecilion
2883,Victory,Gloo,Kaja,Cecilion,Hayabusa,Beatrix
2884,Defeat,Kaja,Grock,Brody,Hanzo,Cecilion
2885,Defeat,Grock,Lapu-Lapu,Claude,Ling,Cecilion
2886,Defeat,Faramis,Beatrix,Terizla,Fredrinn,Cecilion
2887,Victory,Arlott,Grock,Fredrinn,Cecilion,Beatrix
2888,Victory,Melissa,Lancelot,Cecilion,Akai,Yu Zhong
2889,Victory,Arlott,Cecilion,Wanwan,Lancelot,Atlas
2890,Defeat,Gloo,Akai,Moskov,Cecilion,Franco
2891,Victory,Melissa,Yu Zhong,Franco,Cecilion,Martis
2892,Defeat,Melissa,Yu Zhong,Cecilion,Ling,Kaja
2893,Defeat,Kaja,Cecilion,Yu Zhong,Beatrix,Hayabusa
2894,Victory,Kaja,Lapu-Lapu,Beatrix,Cecilion,Ling
2895,Victory,Kaja,Ling,Cecilion,Yu Zhong,Claude
2896,Defeat,Valentina,Estes,Moskov,Martis,Masha
2897,Victory,Valentina,Estes,Martis,Claude,Aldous
2898,Victory,Pharsa,Angela,Helcurt,Claude,Freya
2899,Victory,Brody,Martis,Gloo,Estes,Yve
2900,Defeat,Xavier,Moskov,Paquito,Estes,Yu Zhong
2901,Defeat,Martis,Cecilion,Bane,Claude,Estes
2902,Victory,Bruno,Gloo,Ling,Estes,Pharsa
2903,Victory,Vexana,Estes,Bruno,Edith,Ling
2904,Victory,Bruno,Ling,Pharsa,X.Borg,Estes
2905,Victory,Wanwan,Martis,X.Borg,Cecilion,Estes
2906,Victory,Lesley,Julian,Xavier,Badang,Estes
2907,Defeat,Gloo,Luo Yi,Lesley,Estes,Martis
2908,Defeat,Aamon,Valentina,Estes,Lesley,Phoveus
2909,Victory,Khufra,Xavier,Granger,Freya,Wanwan
2910,Victory,X.Borg,Brody,Harley,Nana,Franco
2911,Defeat,Xavier,Beatrix,Martis,Edith,Estes
2912,Defeat,Estes,Freya,Luo Yi,Lancelot,Beatrix
2913,Victory,Argus,Claude,Lancelot,Estes,Lylia
2914,Defeat,Minsitthar,Estes,Yve,Fredrinn,Claude
2915,Defeat,Estes,Brody,Chou,Xavier,Ling
2916,Victory,Kaja,Cecilion,Wanwan,Dyrroth,Martis
2917,Victory,Martis,Cecilion,Wanwan,Khufra,Yu Zhong
2918,Defeat,Brody,Lunox,Aldous,Ling,Akai
2919,Victory,Aamon,Floryn,Lesley,Julian,Yu Zhong
2920,Victory,Selena,Yin,Natan,Cecilion,Saber
2921,Victory,Freya,Atlas,Xavier,Saber,Wanwan
2922,Defeat,Chou,Vale,Hanzo,Rafaela,Lesley
2923,Defeat,Terizla,Lesley,Tigreal,Hanzo,Cecilion
2924,Victory,Minotaur,Lesley,Dyrroth,Hanzo,Cecilion
2925,Defeat,Xavier,Khufra,Lesley,Karina,Martis
2926,Defeat,Clint,Hayabusa,Minsitthar,Eudora,Zilong
2927,Victory,Lesley,Atlas,Lunox,Balmond,X.Borg
2928,Defeat,Lesley,Khufra,Yi Sun-shin,Lunox,Hilda
2929,Victory,Valentina,Fanny,Diggie,Terizla,Lesley
2930,Defeat,Khufra,Lesley,X.Borg,Yi Sun-shin,Xavier
2931,Defeat,Cecilion,Grock,Khufra,Lesley,Hayabusa
2932,Victory,Khufra,Lesley,Kagura,Khaleed,Hayabusa
2933,Victory,Franco,Lesley,Kagura,Ruby,Hayabusa
2934,Defeat,Fredrinn,Yve,Akai,Thamuz,Lesley
2935,Defeat,Khufra,Moskov,Aamon,Nana,X.Borg
2936,Defeat,Aulus,Angela,Vale,Claude,Gatotkaca
2937,Victory,Valentina,Lancelot,Edith,Freya,Claude
2938,Defeat,Melissa,Aulus,Lolita,Hylos,Yve
2939,Defeat,Melissa,Pharsa,Atlas,Karrie,Aulus
2940,Defeat,Joy,Aulus,Beatrix,Lolita,Nana
2941,Victory,Joy,Lolita,Xavier,Zilong,Bruno
2942,Victory,Brody,Cyclops,Saber,Aulus,Terizla
2943,Defeat,Cecilion,Gusion,Martis,Karrie,Diggie
2944,Victory,Estes,Kimmy,Yve,Guinevere,Aulus
2945,Defeat,Aulus,Yve,Brody,Franco,Lapu-Lapu
2946,Victory,Aulus,Khufra,Aurora,Hanabi,Bane
2947,Victory,Aulus,Lesley,Uranus,Franco,Valentina
2948,Defeat,Beatrix,Esmeralda,Gloo,Kaja,Aulus
2949,Defeat,Xavier,Fanny,Lapu-Lapu,Moskov,Atlas
2950,Victory,Aulus,Claude,Xavier,Lapu-Lapu,Atlas
2951,Defeat,Vexana,Lesley,Aulus,Diggie,Lapu-Lapu
2952,Defeat,Estes,Pharsa,Hilda,Karrie,Martis
2953,Defeat,Hanabi,Akai,Gord,Aulus,Yin
2954,Victory,Yin,Johnson,Hanabi,Gord,Saber
2955,Victory,Arlott,Nana,Khufra,Beatrix,Aulus
2956,Victory,Minsitthar,Hylos,Xavier,Lesley,Ruby
2957,Victory,Valentina,Lesley,Fanny,Julian,Hylos
2958,Victory,Valentina,Alice,Hylos,Lesley,Ling
2959,Victory,Lapu-Lapu,Xavier,Hylos,Brody,Aamon
2960,Defeat,Hylos,Beatrix,Valentina,Benedetta,Hayabusa
2961,Defeat,Moskov,Cecilion,Hylos,Lapu-Lapu,Lancelot
2962,Defeat,Hylos,Terizla,Xavier,Moskov,Hanzo
2963,Defeat,Cecilion,Lesley,Hylos,Martis,Kimmy
2964,Defeat,Estes,Atlas,Beatrix,Cecilion,Edith
2965,Defeat,Xavier,Akai,Terizla,Miya,Hayabusa
2966,Victory,Arlott,Hylos,Cecilion,Alice,Wanwan
2967,Victory,Joy,Alice,Cecilion,Hylos,Wanwan
2968,Victory,Joy,Cecilion,Alice,Hylos,Wanwan
2969,Defeat,Wanwan,Cecilion,Arlott,Hylos,Alice
2970,Defeat,Cecilion,Hylos,Alice,Freya,Wanwan
2971,Victory,Wanwan,Cecilion,Hylos,Terizla,Alice
2972,Victory,Faramis,Hylos,Aldous,Alice,Wanwan
2973,Victory,Valentina,Hylos,Alice,Aldous,Wanwan
2974,Victory,Wanwan,Aldous,Hylos,Kagura,Alice
2975,Defeat,Valentina,Hylos,Alice,Terizla,Wanwan
2976,Defeat,Valentina,Julian,Beatrix,Khufra,Yu Zhong
2977,Victory,Joy,Alice,Bruno,Lolita,Martis
2978,Victory,Kaja,Yve,Bruno,Alice,Martis
2979,Victory,Valentina,Uranus,Beatrix,Bruno,Martis
2980,Defeat,Gloo,Alice,Bruno,Ling,Akai
2981,Defeat,Minsitthar,Harley,Terizla,Fredrinn,Clint
2982,Victory,Martis,Bruno,Belerick,Helcurt,Alice
2983,Victory,Martis,Franco,Alice,Julian,Bruno
2984,Defeat,Valentina,Lancelot,Franco,Martis,Claude
2985,Victory,Melissa,Kaja,Xavier,Martis,Lapu-Lapu
2986,Defeat,Valentina,Kaja,Martis,Bane,Moskov
2987,Defeat,Minotaur,Claude,Gloo,Xavier,Martis
2988,Defeat,Arlott,Claude,Fredrinn,Selena,Xavier
2989,Victory,Valentina,Beatrix,Freya,Lapu-Lapu,Tigreal
2990,Victory,Faramis,Martis,Kaja,Melissa,Hanzo
2991,Defeat,Brody,Gusion,Johnson,Hayabusa,Yu Zhong
2992,Victory,Faramis,Lancelot,Hanabi,Edith,Zhask
2993,Defeat,Joy,Martis,Xavier,Irithel,Khufra
2994,Defeat,Beatrix,Martis,Kaja,Fanny,Valentina
2995,Victory,Arlott,Fredrinn,Claude,Valentina,Khufra
2996,Victory,Yve,Benedetta,Beatrix,Khufra,Lancelot
2997,Victory,Arlott,Xavier,Atlas,Lesley,Fanny
2998,Victory,Fanny,Clint,Valentina,Benedetta,Selena
2999,Victory,Arlott,Pharsa,Estes,Beatrix,Fanny
3000,Defeat,Valentina,Fanny,Kaja,Benedetta,Claude
3001,Victory,Clint,Cecilion,Fanny,Benedetta,Grock
3002,Victory,Kaja,Xavier,Fanny,Benedetta,Irithel
3003,Defeat,Valentina,Chou,Ling,Lesley,Benedetta
3004,Victory,Eudora,Benedetta,Beatrix,Martis,Franco
3005,Victory,Valentina,Khufra,Hayabusa,Lapu-Lapu,Beatrix
3006,Victory,Beatrix,Kagura,Martis,Kaja,Benedetta
3007,Victory,Beatrix,Nana,Natalia,Benedetta,Freya
3008,Victory,Valentina,Beatrix,Benedetta,Selena,Balmond
3009,Victory,Minsitthar,Beatrix,Kaja,Benedetta,Nana
3010,Victory,Beatrix,Benedetta,Gord,Franco,Julian
3011,Victory,Xavier,Brody,Martis,Franco,Lapu-Lapu
3012,Victory,Valentina,Khufra,Fredrinn,Brody,Benedetta
3013,Defeat,Yve,Granger,Benedetta,Layla,Kaja
3014,Victory,Melissa,Yu Zhong,Franco,Saber,Nana
3015,Victory,Valentina,Yu Zhong,Claude,Atlas,Roger
3016,Victory,Hanabi,Martis,Franco,Yu Zhong,Harley
3017,Defeat,Brody,Johnson,Helcurt,Yu Zhong,Valentina
3018,Victory,Minsitthar,Leomord,Lunox,Claude,Yu Zhong
3019,Victory,Franco,Moskov,Valentina,Edith,Hanzo
3020,Victory,Cyclops,Hanabi,Yu Zhong,Tigreal,Ling
3021,Defeat,Martis,Lolita,Julian,Wanwan,Yu Zhong
3022,Defeat,Brody,Alucard,Lancelot,Franco,Vale
3023,Defeat,Minsitthar,Claude,Kagura,Selena,Yin
3024,Victory,Valentina,Yu Zhong,Hanzo,Moskov,Lolita
3025,Defeat,Beatrix,Lolita,Yu Zhong,Kadita,Ling
3026,Defeat,Lapu-Lapu,Brody,Grock,Kagura,Ling
3027,Defeat,Moskov,Chou,Paquito,Roger,Pharsa
3028,Defeat,Hayabusa,Kagura,Irithel,Chou,Saber
3029,Defeat,Faramis,Franco,Hanzo,Yu Zhong,Brody
3030,Victory,Yu Zhong,Martis,Khufra,Claude,Harley
3031,Defeat,Gloo,Aldous,Martis,Kadita,Brody
3032,Victory,Julian,Claude,Martis,Yu Zhong,Atlas
3033,Defeat,Gord,Lolita,Yin,Brody,Baxia
3034,Defeat,Vexana,Lapu-Lapu,Karrie,Natalia,Lancelot
3035,Defeat,Aamon,Pharsa,Dyrroth,Lesley,Selena
3036,Defeat,Hanabi,Hayabusa,Atlas,Valentina,Dyrroth
3037,Defeat,Franco,Eudora,Martis,Aldous,Brody
3038,Victory,Dyrroth,Bruno,Valentina,Khufra,Lancelot
3039,Victory,Dyrroth,Diggie,Minsitthar,Pharsa,Beatrix
3040,Defeat,Dyrroth,Lesley,Xavier,Atlas,Alice
3041,Defeat,Gloo,Jawhead,Claude,Dyrroth,Kagura
3042,Defeat,Change,Dyrroth,Beatrix,Franco,Lancelot
3043,Victory,Kimmy,Faramis,Dyrroth,Natalia,Claude
3044,Defeat,Estes,Martis,Clint,Xavier,Dyrroth
3045,Victory,Valentina,Aldous,Karrie,Estes,Dyrroth
3046,Defeat,Arlott,Franco,Dyrroth,Claude,Julian
3047,Defeat,Xavier,Dyrroth,Aldous,Minotaur,Lesley
3048,Victory,Melissa,Aldous,Yve,Dyrroth,Natalia
3049,Victory,Alice,Aldous,Melissa,Dyrroth,Khufra
3050,Defeat,Minsitthar,Dyrroth,Xavier,Franco,Popol and Kupa
3051,Defeat,Xavier,Granger,Tigreal,Dyrroth,Clint
3052,Victory,Claude,Lapu-Lapu,Valentina,Martis,Lolita
3053,Defeat,Melissa,Lapu-Lapu,Fredrinn,Atlas,Pharsa
3054,Victory,Valentina,Chou,Carmilla,Aamon,Beatrix
3055,Defeat,Valentina,Badang,Lancelot,Brody,Angela
3056,Victory,Franco,Vexana,Wanwan,Freya,Fanny
3057,Victory,Kaja,Claude,Minsitthar,Pharsa,Lancelot
3058,Defeat,Yu Zhong,Beatrix,Pharsa,Ling,Franco
3059,Defeat,Valentina,Beatrix,Esmeralda,Khufra,Hayabusa
3060,Defeat,Claude,Khufra,Valentina,Fanny,Fredrinn
3061,Victory,Lesley,Lancelot,Valentina,Badang,Akai
3062,Victory,Gloo,Wanwan,Aamon,Franco,Xavier
3063,Victory,Terizla,Moskov,Valentina,Diggie,Hayabusa
3064,Victory,Beatrix,Ling,Xavier,Khufra,Benedetta
3065,Defeat,Khufra,Esmeralda,Valentina,Layla,Lancelot
3066,Victory,Xavier,Esmeralda,Brody,Hayabusa,Khufra
3067,Victory,Valentina,Beatrix,Kaja,Lancelot,Lapu-Lapu
3068,Victory,Valentina,Claude,Yi Sun-shin,Chou,Khufra
3069,Victory,Valentina,Grock,Moskov,Lancelot,Martis
3070,Victory,Ling,Atlas,Harley,Paquito,Wanwan
3071,Defeat,Pharsa,Beatrix,Alucard,Ruby,Lapu-Lapu
3072,Defeat,Valentina,Kadita,Harley,Lapu-Lapu,Clint
3073,Defeat,Chou,X.Borg,Alucard,Pharsa,Beatrix
3074,Victory,Lancelot,Hilda,Alpha,Brody,Change
3075,Defeat,Valentina,Martis,Badang,Atlas,Moskov
3076,Victory,Melissa,Helcurt,Esmeralda,Yve,Kadita
3077,Defeat,Valir,Chou,Pharsa,Moskov,Harley
